text,language,split
"The shootout was couched in the movie as a heavily armed firefight that took place at medium range. The historical event itself lasted only about 30 seconds, and was fought at close range with only a few firearms.",eng,train
停管處指出多數都由勞資雙方協商利用暫停收費的大型民俗節日（如元旦、農曆春節、清明節、中秋節等）開會，工會幹部發動收費同仁以同日休假方式參與會員大會。先前二次工會會員大會均於停管處南門路廳舍室內舉辦，該處從未拒絕或駁回場地借用，此次工會幹部擇定在戶外辦理會員大會，該處表示遺憾。停車處還每2年就提供1套冬季制服、3套夏季制服，工作鞋則每年換發新鞋，樣式、材質、數量均由員工票選決定。,zho,train
2012年は5月に月間10本塁打を放つなど序盤から打撃好調で、チームの中心選手に成長した。後半戦は打率を下げたが、最終的にチーム最多の32本塁打を放ち、チームの地区優勝に大きく貢献した。右翼手の守備でも守備防御点(DRS) +22、UZR17.7を記録してゴールドグラブ賞を初受賞した。,jpn,train
2017年は外野のスタメン格として132試合に出場。5月以外の月はいずれも月間打率.290以上、特に6月と9月はそれぞれ4割近い打率を残すなどシーズンを通して打撃好調だった。トータルではリーグ5位の打率.314、13本塁打、82打点、OPS.847の好成績で、自身初の打率.300を記録。出塁率、長打率もキャリアハイと好調のシーズンを送った。また、苦手としていた対左投手に対しても、この年は打率.315と対右投手よりも高い打率を残しており、課題を克服した。,jpn,train
"Le recrutement interne privilégie la mobilité interne. Il consiste à pourvoir le poste en y nommant une personne qui travaille déjà au sein de l'entreprise. Lorsqu'elle est possible, cette méthode est souvent préférée par les GRH en raison des avantages certains qu'elle comporte.",fra,train
"El método tan difundido por la escuela tradicional de preguntarle al verbo ""¿Qué?"" resulta desaconsejable. ""¿Qué?"" es una pregunta cuya respuesta puede ser bien un sujeto, bien un complemento directo inanimado. Tampoco se le puede preguntar nada a una oración interrogativa si lo que se espera es una respuesta.",spa,train
"In his first season as a senior Carvajal was immediately cast in the reserve team's starting XI, also being the team's captain. In the following campaign, he fared even better (38 games and two goals, playoffs included), as the B's returned to Segunda División after a five-year absence.",eng,train
민원식은 일본인이 조선인을 차별하는 차별 대우를 없애는 처방으로서 실력 양성론을 제시했다. 조선인은 문명화 수준을 높이기 위해 경제력과 학력을 조속히 고양 시켜야 한다는 것이다. 그는 곳간에서 인심이 난다 하여 창고가 넉넉해야 남을 배려하는 인심이 생겨남을 지적하기도 했다.,kor,train
"Un mois après la disparition de La République, Beaugrand, qui a peut-être été tenté par un poste de correspondant à Paris pour le Boston Globe, revient au Canada pour de bon.",fra,train
"La Fantasía en fa menor, K. 608, es una pieza escrita para órgano mecánico (o reloj musical) por Wolfgang Amadeus Mozart, como parte de una serie de cinco obras para instrumentos fuera de lo común, que respondían al encargo de distintos señores.",spa,train
从2004年年底，对于许多技术，全球可再生能源的容量每年增长速率在10-60％。在2009年相对于过去的四年里，对于风电及其他许多可再生能源技术生长速度加快了。在2009年加入的风力发电能力比任何其他可再生能源技术更多。然而，光伏并网发电增长是所有可再生能源技术中最快的，有60％的年平均增长率。在2010年，可再生能源大约占新建发电容量的三分之一。到2014年光伏装机容量可能会超过风电的，但由于太阳能容量系数（容量因子）较低，从光伏电池产生的能量，预计直到2015年前不会超过风电的。,zho,train
在探險和貿易期間，各商人和探險家在西北各地建立堡壘，成立交易中心以保障商業安全，這些堡壘成為日後華州主要城市的根基。1810年代表英國的西北貿易公司的戴维·汤普森於距離斯波坎十里外之斯波坎河上建立交易中心。為美州西北的皮革貿易打下基礎。1811年3月22日，太平洋皮革貿易公司於哥倫比亞河河口建立阿斯托里亚堡（Fort Astoria）。同年，戴维·汤普森從哥倫比亞河源頭探勘至河口。1812年西北貿易公司於哥倫比亞河上游建立奥卡诺根堡（Fort Okanogan）。與美國背景的太平洋皮革貿易公司訂下瓜分哥倫比亞河上下游的條約。同年斯波坎堡於現在的斯波坎市建立，英美貿易競爭開始。第二次英美戰爭亦於1812年發生。,zho,train
"1832년 19세때 첫 교향곡인 교향곡 C장조를 작곡했으며 1833년에 나이 스물의 바그너는 그의 첫 완성된 오페라인 요정을 작곡했다. 이 오페라는 명백히 칼 마리아 폰 베버의 양식을 모방한 것으로, 반 세기 넘게 상연되지 않았으며, 초연은 그의 죽음 직후인 1883년에 뮌헨에서 있었다. 그 동안에 바그너는 마그데부르크와 쾨니히스베르크의 오페라 극장의 음악 감독으로서 약식 계약을 맺었으며, 그 동안에 그는 윌리엄 셰익스피어의 자에는 자에 기초한 연애금지를 썼다. 이 두 번째 오페라는 1836년에 마그데부르크에서 상연되었지만, 반응은 그리 좋지 않았다.",kor,train
"Himari es una persona que se preocupa profundamente por sus amigas. @NyanNyan viste el traje tradicional de un artista marcial chino y tiene la habilidad de sellar cosas dentro de pergaminos. Durante uno de los Proyectos de Cranberry, sus dos mejores amigas fueron asesinadas. Ella fue empujada por una colina por Yumenoshima Genopsycho, la cual se creía muerte, y fue quemada por el Rey Dragón del Mundo Cibernético, convirtiéndose en la sexta Chica Mágica en morir. Luego se revela que la persona que la empujo no fue Yumenoshima Genopsycho, sino Rionetta, quien estaba manipulando el cadáver de Yumenoshima Genopsycho con su magia.",spa,train
クローンサームワー区（クローンサームワーく、タイ語: เขตคลองสามวา）は、タイ王国バンコク都の行政区の一つ。 この行政区は、時計回りに、パトゥムターニー県のラムルークカー郡、ノーンチョーク区、ミンブリー区、カンナーヤーオ区、バーンケーン区、サーイマイ区の6つの行政区に接している。,jpn,train
"Une innovation des plus originales se produit à l’occasion de la saison 1973-1974. Les 64 clubs sont répartis à parts égales entre deux groupes : le Groupe A, regroupant les 32 meilleurs de la saison précédente, et le Groupe B, regroupant les 32 suivants. Le Groupe A qualifie 24 clubs pour la phase finale, et le Groupe B 8, de sorte que des clubs classés a priori dans une division inférieure peuvent se qualifier pour les phases finales de la division supérieure et donc, en théorie, remporter le championnat de France. Cette invention avait pour bénéfice (essentiellement politique pour le président de la Fédération, qui était élu par les présidents de clubs) de maintenir l’illusion d’une première division élargie et donc de satisfaire un plus grand nombre de clubs.",fra,train
つまり国家だけではなく国連などの国際機構や、NGO、地域機構などが主体となり、制裁などの強制的な手段を含まない信頼助成措置(CBM)、事実調査、早期警報、予防展開、非武装地帯の設定などの手段によって、紛争当事者の合意に基づいて紛争地域の平和形成に取り組む具体的な行動である。これらには軍事的な手段が含まれており、軍事力の使用を辞さないという明確な意思表示があることが予防外交にも必要である。,jpn,train
A los griegos los maldijo Apolo con una plaga. (El complemento directo se encuentra tematizado por ocupar la primera posición de la oración).,spa,train
"la ville d'Angers a proposé à ses habitants de contribuer, en tricotant, à une action de yarn bombing dans la ville dans le cadre du festival d'art urbain Artaq en mai 2012. À cette occasion, Magda Sayeg a recouvert de tricot le pont Confluences.",fra,train
"Ya en el comienzo de la historia surgieron imperios con vocación universal, que pretendían el control sobre todo el mundo conocido, acuñándose expresiones como ""del mar grande al mar pequeño"" (del Golfo Pérsico al Mar Mediterráneo) o ""el Alto y el Bajo Egipto"", respectivamente para los imperios del Antiguo Oriente Próximo y el Antiguo Egipto. La búsqueda de los confines míticos de la tierra por Alejandro Magno, o de los finisterres atlánticos y de los límites extremos (limes de las tres partes del mundo) por el Imperio romano tuvieron una base similar.",spa,train
在愛丁堡大學研讀醫學期間，達爾文對自然史逐漸產生興趣。而他後來又到劍橋大學學習神學。達爾文在參與小獵犬號的五年航行後，成為一位地質學家。他進行觀察並提出理論來支持查理斯·萊爾的均變思想。回英國後所出版的《小獵犬號航行之旅》，使其成為著名作家。由於在航行期間對所見生物與化石的地理分佈感到困惑，達爾文開始對物種轉變進行研究，並且在1838年得出了他的自然選擇理論。由於這類思想在當時被視為異端，因此達爾文剛開始只對親近的朋友透露這些想法，並持續進行進一步的研究，以應付可能遭遇的反對。到了1858年，華萊士寄給他一篇含有相似理論的論文，促使達爾文決定與其共同發表這項理論。,zho,train
2010年5月24日下午5時01分通過各大音樂門戶網站公開新專輯主打歌《Love Ya》預告片及音源，在哥特式的黑暗氛圍和渾厚的管弦樂聲中，SS501帶著剛柔相濟、張弛有度的舞姿登場。以黑色作為主色調的全新形象再度由音樂製作人Steven Lee與SS501攜手打造而成，將管弦樂的旋律和SS501所獨具的特色完美融合，新輯《DESTINATION》於5月28日正式發售。,zho,train
"""West Coast Reggae Group Stick Figure Debuts First-Ever Music Video for 'Fire on the Horizon' Track: Exclusive Premiere"". Billboard. November 10, 2015.",eng,train
"La subfamilia de lenguas mondé es un conjunto de seis lenguas amerindias habladas en Brasil. Una lengua del grupo está extinguida, y al menos otras dos en peligro de extinción. Es una subfamilia del tronco tupí, la de mayor extensión geográfica en el territorio de América del Sur.",spa,train
2012年，全俄社會輿論研究中心的民調顯示，在近百年俄羅斯歷任領導人中戈爾巴喬夫的具体政策最不受歡迎，僅14%的受訪者认为戈爾巴喬夫的具体政策是对的，低於沙皇尼古拉二世（31%），斯大林（近28%），赫魯曉夫（24%），叶利钦（17%）。高達61%的俄羅斯人認為普京的政策更正確。,zho,train
"«Concepción Morales Torres». Índice Internacional de Nombres de las Plantas (IPNI). Real Jardín Botánico de Kew, Herbario de la Universidad de Harvard y Herbario nacional Australiano (eds.).",spa,train
"다르칸 드라시르는 2차 대전쟁 당시 실버문이 연합의 회원이 되어 소집되었을 때도 있었다. 실바나스의 큰언니 알레리아 윈드러너가 호드와 줄진의 아마니 트롤 간의 동맹에 잠재적 위협에 경고했을 때, 다르칸은 비웃으며 그들이 과거에도 영원의 숲의 국경을 보호하는 룬스톤을 지날 수 있을 리가 없다고 하였다.",kor,train
"포벤마이어는 캘리포니아 남부 대학교를 다니면서 일상만화 동아리에 가입했고 이걸 팔아 돈도 벌었다. 이러면서 포벤마이어는 길거리의 사람들을 그리면서 생계를 유지하게 되었고 마침내는 ""Far Out Man""의 일부를 그리게 되었다. 포벤마이어는 이걸 전문적으로 잘 수행해서 닌자 거북이도 그렸다. 또 마시는 컴퓨터 회사의 영업부 부부장이 되면서 일이 지겨워져서 사표를 냈다. 그의 친구들은 그를 도와 그의 만화계 진출을 도왔다고 한다.",kor,train
"Il entre dans l'atelier du peintre Jacques-Louis David. Il a pour condisciples Jean-Germain Drouais, Jean-Baptiste Wicar, François Gérard et Antoine-Jean Gros.",fra,train
"Linus Yale, Jr. improved upon his father's lock in 1861, using a smaller, flat key with serrated edges that is the basis of modern pin-tumbler locks. Yale developed the modern combination lock in 1862.",eng,train
"하이 엘프의 국왕이자 쿠엘탈라스를 다스렸던 마지막 지도자이다. 차고 다니는 검은 아나스테리안의 조상이자 엘프 왕조를 세운 다트리마 선스트라이더가 사용한 화염쐐기. 그는 무술에는 취약하였으나, 지략이 아주 뛰어나 여러 차례에 걸친 적의 침입을 막아낸다. 그는 쿠엘탈라스의 번영과 가난한 백성들을 위하여 자신의 많은 재산을 기부하였고, 재능있고 유능하며 뛰어난 하이 엘프들을 잘 골라 썼다. 달라란의 국왕인 안토니다스에게 마법을 배웠으며, 로데론의 국왕인 테레나스 메네실 2세와 친구 사이였다.",kor,train
"El Museo del Granito de Quintana de la Serena (Extremadura, España), Ciudad del Granito, muestra una exposición de materiales y cartelas introductorias y explicativas acerca de la geología del granito, la extracción, la transformación, los usos; así como herramientas antiguas y modernas utilizadas por los canteros y un muestrario representativo de granitos comarcales, regionales y nacionales, etc. Pertenece a la red de Museos de Identidad de Extremadura.[1]​[2]​",spa,train
"Vers la fin de l'année consulaire 284 ou au début de 283 av. J.-C., une armée gauloise composée d'éléments sénons et peut-être boïens traverse les Apennins, probablement pour rejoindre ses alliés étrusques de Vulci et Volsinii. Les gaulois Sénons assiègent la ville d'Arretium, dans le nord-est de l'Étrurie, peut-être dans le but de provoquer une réaction des Romains et de les contraindre à envoyer une armée dans une région éloignée des cités de Vulci et Volsinii, sur le territoire d'une cité restée fidèle à Rome. Lucius Caecilius Metellus Denter prend le commandement de l'armée romaine pour stopper la progression de l'armée gauloise qui est peut-être menée par le Sénon Britomaris, ou le père de celui-ci, et lever le siège d'Arretium. Au courant des manœuvres des cités étrusques, il pourrait avoir tenté d'abord de négocier avec les Gaulois.",fra,train
現在の「向上」という校名は、当時、下曽我にあった湘北高校の半ば荒れ果てた校舎を宮崎が見たとき「荒城の月」の歌がとっさに頭に浮かび、そこから這い上がるという意味で命名したという。その後も数十年間ほど学園は幾多の経営難に陥ったが、三浦甲子二（日本教育テレビ報道本部長：現テレビ朝日）が学園の立て直しに尽力し、危機を逃れた。,jpn,train
"In the early part of the 20th century most of the remaining farms in Maplewood and South Orange were sold and subdivided, leading to the present suburban character of the towns. The increase in population placed enormous pressure on the schools. In 1900, the total District school population was 792; by 1927, it had risen to 4,960, an increase of 526%.",eng,train
"하지만 아서스가 서리한으로 인해 타락하고 이 과정에서 무라딘이 중상을 입고 말가니스가 서리한에 격퇴당한 뒤, 자신의 군대와 함께 서리한에 희생되고 나서인 현재는 노스렌드 해안에서 마윈과 함께 영혼인 상태로 배를 수리하며 리치 왕 아서스의 명령을 기다리고 있는 중이다.(연합 진영 유저들에게는 이들을 황천으로 보내주는 퀘스트가 있다.)",kor,train
"Il existe en France une Charte de la diversité en entreprise qui recommande une Traçabilité des process RH et managériaux, en tant que « Possibilité de retrouver, pour un candidat ou un salarié, la trace de toutes les étapes de sa sélection et de son évolution de carrière. Dans le cadre d'une plainte pour discrimination, cette traçabilité est particulièrement utile pour l'employeur qui doit prouver qu'aucune des décisions concernant le collaborateur n'a été prise sur la base de motifs discriminatoires ».",fra,train
"In 1941, at the age of 35, Johnson abandoned politics and journalism and enrolled in the Harvard Graduate School of Design, where he studied with Marcel Breuer and Walter Gropius. In 1941, Johnson designed and actually built his first building, a house still existing at 9 Ash Street in Cambridge, Massachusetts. The house, strongly influenced by Mies van der Rohe, has a wall around the lot which merges with the structure. After the United States entered World War II in December 1941, Johnson enlisted in the Army. He was investigated by the FBI for his contacts with the German government and his support for Coughlin, who opposed American intervention in the war, but he was cleared for service and entered the army. He spent his army service during the war in the United States.",eng,train
魏德聖表示，拍片的想法起源于1996年时他所看到的两则電視報導；一是花蓮的原住民到臺北抗議，喊出了「還我土地」的口號的报道；二是讨论香港回歸應該還給中華人民共和國還是中華民國的报道。魏德聖在訪問中說：「我們腳踩在這塊土地上，感覺卻是既熟悉又陌生，矛盾很大……反差更大的是，該屬原住民的不歸還，卻一直在懸念不屬於我們的東西」。第二天魏德聖去讀原住民書籍，就看到邱若龍所畫的同名漫畫作品《霧社事件》，對此書內容深受感動。之後魏德聖開始對莫那·魯道為何要反抗日本感到好奇。1997年到1999年，魏德聖開始編寫與修改劇本，以及讀史料。在2000年時賽德克巴萊之劇本已完成，獲得新聞局優良電影劇本獎。,zho,train
"雖然國家之間的紛爭沒完沒了，兩國的探險家也各自在這地區中進行探險，貿易等活動。於1603年西班牙探險家馬丁·阿奎拉爾（Martín de Aguilar）發現哥倫比亞河（當時稱為“大河”〔Great river〕），當時西北區最熱門的探險是開啟貫穿北冰洋的航路。而直到1775年7月14日，西班牙探險家布鲁诺·德埃塞塔（Bruno de Heceta）和胡安·弗兰西斯科·德拉博德加-夸德拉（Juan Francisco de la Bodega y Quadra）登陸華盛頓州奧林匹克半島的格伦维尔角（Point Grenville），成為第一名登陸该地的欧洲探险者。而到1792年美國的罗伯特·格雷船長進入""大河""探險並訂名為哥倫比亞河。此次探險成為美國擁有美州西北的證明。1800年西北貿易公司的戴维·汤普森（David Thompson）發現位於加拿大境內的哥倫比亞河源頭，並花了11年時間勘察到河口，自此哥倫比亞河成為華州貿易中樞。1805年11月15日，由梅里韋瑟·劉易斯和威廉·克拉克率領的探險隊抵達哥倫比亞河河口，美國當時本土從此與美州西岸相連。",zho,train
Mozilla Add-ons は、Mozilla Firefox、Mozilla Thunderbird、Mozilla Application Suite といった、Mozilla Foundation の主要な製品向けにアドオンを提供するためのウェブサイトである。配布されるアドオンには拡張機能やテーマやプラグインが含まれる。Mozilla Add-ons は Mozilla 向けアドオンを取得するための公式サイトである。非公式な略称として、サイトのドメイン名 addons.mozilla.org の頭文字を取った AMO と呼ばれることもある。,jpn,train
現今許多地名如:Ki-taparri（金包里社/Cajpary）、Aripong(阿里磅/新北市石門區乾華里)、Arilaw(阿里荖/新北市石門區草里里)、Masu(瑪鋉/萬里)、Kantaw(甘答門/甘豆門/關渡)、Catayo(塔塔悠/台北市松山區莊敬里一帶)、Pourompong（大龍峒）、Ki-pataw（北投/八斗子）、Ki-zing-an（唭哩岸）、Pari（八里）、Perranouan（暖暖社），以及Bangka（艋舺）等均為巴賽語音譯而成。,zho,train
1919年（民国8年），暂署黑龙江省財政厅厅長。翌年6月，正式被任命为黑龙江省財政厅厅長，兼任永济官銀号总办。1925年（民国14年）9月，调任中東铁路督办。1926年（民国15年）秋，升任奉天省省長兼財政厅厅長，11月兼任省立東北大学校長。1927年（民国16年）6月，被張作霖起用为北京政府農工总長。同年10月回任奉天省省长。1928年8月，辞东北大学校长职。,zho,train
L'organisation de la saison 1991-1992 n'est elle aussi conservée qu'une saison avec deux groupes de quarante clubs qui qualifient trente deux clubs pour disputer des seizièmes de finale.,fra,train
"1981년 동남아시아 경기 대회 이후 1982년에 말레이시아 대표팀 은퇴를 선언했으나 1984년 메르데카 대회 참가 요청을 받고 다시 복귀했으나 경기에 출전하지 못했다. 1985년에는 대한민국과의 FIFA 월드컵 지역 예선 경기에 출전했고, 1988년 하계 올림픽을 앞둔 올림픽 대표팀 시범 경기를 뛴 후 국가대표팀에서 완전히 은퇴하였다.",kor,train
駅北東に側線があり、電気機関車ED282と、ホキ800形貨車3両が留置されている。バラスト等工事資材の積み込みもここで行われるが、敷地が手狭なため短くせざるを得なかった側線の有効長の関係から、通常貨車は分割して留置されている。廃車となった車両の解体作業も同所で行われるため、解体作業時にはこれらの機関車と貨車は西鹿島駅や浜北駅に移動する。かつてはここに車両工場が存在したが、1977年（昭和52年）に工場が西鹿島駅に移転したため、現在は前述の通りの留置線と保線基地としての機能のみが残されている。,jpn,train
El XXVI Campeonato Mundial de Remo se celebró en Motherwell (Reino Unido) entre el 7 y el 11 de agosto de 1996 bajo la organización de la Federación Internacional de Sociedades de Remo (FISA) y la Federación Británica de Remo.,spa,train
マキが恋愛の練習用に理想の男子像を描いた自作抱き枕で、カバーに学生服姿の少年を描いているが、その顔は「もじゃもじゃ頭・どんぐりマナコにたらこ唇」と下手。サヨにその存在を知られた際に、スズが「ダッバーン・ダバダバ男爵」と命名したのをきっかけに、リコは「伯爵」、マキは「侯爵」、サヨは「公爵」と呼ぶがこれらの名称はほとんど定着しなかった。「ダバダバ」はスズが食事中にソースをかけすぎた際に家族が、『11PM』のテーマを口ずさみ、それが頭の中から離れなくなってしまったため。マキが生徒会費からこっそり着服・横領して購入した学生服（後に南中指定のものと判明）を着させたりもしている。,jpn,train
"Una ciber-hada y mascota de Keek. Fal ayudó a Keek durante su Proyecto, sin embargo, Fal odiaba a Keek, con su relación lentamente empeorando mientras más chicas morían. Al final de restart, él se vuelve la mascota de Snow White.",spa,train
"Gustavo Alfonso Ayón Aguirre (Zapotán, Nayarit, 1 de abril de 1985) es un jugador mexicano de baloncesto que milita en el Real Madrid de la ACB. Con 2,08 metros de estatura, juega en la posición de pívot.",spa,train
"1910년(융희 4년) 10월 1일 한일 병합 후 결사해산령에 의해 정우회와 진보당이 모두 해산되자 조선총독부 중추원의 부찬의에 임명되었고, 3·1 운동으로 독립에 대한 열망이 높아지자 교풍회, 국민협회 등을 창립하여 조선총독부의 정책을 홍보하고 친일 여론을 조성하는 일에 가담했다. 이 시기 총독 사이토 마코토와의 잦은 면담이 기록되어 있다. 독립 운동 여론을 희석시키고자 국민협회를 중심으로 참정권 청원 운동을 대대적으로 벌이기도 했다. 한일 합방 조약 체결 직후부터 그는 이규완 등과 함께 조선인 참정권 허용론과 자치권 허용을 주장, 조선인도 일본 제국의회 의원을 선출, 투표할 권리를 요구하는 주장과 글을 발표하였으며, 개인적으로도 조선인의 참정권, 투표권, 자치권을 허용해줄 것을 여러번 조선총독부와 일본 제국 정부에 건의하였지만 번번히 시기상조라는 이유로 거절당했다.",kor,train
1903年，光緒帝委派駐藏大臣鳳全對康區經營。他野蠻干涉當地事務，並鼓動漢人移民康區進行開墾。這引起了藏人的不滿，最終在1905年因為宗教和民族衝突引發巴塘事變，鳳全在巴塘被殺。巴塘土司和理塘土司一起舉起反清大旗。川滇邊務大臣趙爾豐奉命率軍前去鎮壓。理塘正土司陣亡，副土司兵敗服毒自殺。1906年，理塘土司和巴塘土司被趙爾豐強制「改土歸流」，正式廢除。,zho,train
20世纪80年代，戈尔巴乔夫开始推行改革。对军队的改革从削减军费开始，进而对其使命任务和体制编制进行调整，主动放弃了对军队的领导。为表现“新思维”，并树立改革形象，戈尔巴乔夫及部分苏共领导人刻意与军队保持距离。苏军40集团军司令格罗莫夫说，当集团军从阿富汗完成撤军（1985年2月15日）回到苏联境内时，“没有一名国家领导人，或者是国防部的领导人来迎接我们”，“故意不重视部队撤出阿富汗这件事是克里姆林宫领导人的失策表现之一，戈尔巴乔夫的战友们随随便便就将前任的错误推到我们身上”。,zho,train
"Hamilton formed Brothers Past in 1996, straight out of high school with classmates Joe D'Amico (bass), Nick Desiderio (drums), and his older brother Jim Hamilton (guitar). In 1998 Hamilton met Tom McKee and asked him to join the band as a keyboardist and vocalist. This initial line-up toured the Mid-Atlantic area heavily until 1999 when D'Amico, Desiderio, and the elder Hamilton brother left the band to pursue more normal life styles. Hamilton and McKee settled on hiring Clay Parnell and Rick Lowenberg as the new rhythm section in 2000 and began touring again in 2001.",eng,train
"Bring It On: All or Nothing (Triunfos Robados 3: Todo o Nada en Hispanoamérica y A por todas: De nuevo una vez más en España) es una película estadounidense de 2006, la tercera entrega de la serie de películas de Bring it On que gira en torno a equipos de porristas en diferentes escuelas. Dirigida por Steve Rash, la película fue lanzada directamente a DVD el 8 de agosto de 2006 por Universal Pictures. [1]​",spa,train
ネットワーク間でルーティング情報を交換するための方法である。このプロトコルによって、ルータは動的にルーティングテーブルを生成することができる。伝統的なインターネットプロトコル(IP)によるルーティングは単純である。というのも、パケットを転送すべき「次の相手(next hop)」を用いているだけで、そこから先の経路については何も考えなくてよいからである。,jpn,train
"En mai 1994, Bernard-Henri Lévy se trouve au festival de Cannes où il doit présenter en avant-première son film Bosna!. Noël Godin et deux complices décident de se rendre à Cannes pour l'entarter. Les journalistes et la population reconnaissent Godin dès son arrivée et la rumeur commence à se répandre que Noël Godin est à Cannes. Godin croit que Lévy veut entrer dans le palais des Festivals par l'entrée principale et qu'il n'aura qu'à l'attendre à cet endroit ; mais quelques heures avant la présentation, ils apprennent par un sympathisant que Lévy, ayant eu vent de la présence de Godin, est déjà entré dans le palais et s'y est enfermé. Lévy est en train de faire son entrée sur scène lorsqu'un autre complice de Godin qui n'a pas été pris et qui se trouve à trois mètres de Lévy, lui envoie sa tarte à la figure comme un discobole. Selon des témoins, les gardes rouent ensuite de coups de poing et de pieds celui qui a envoyé la tarte. Ils ne cesseront que lorsqu'un ami de Godin, le cinéaste Jan Bucquoy, leur ordonne d'arrêter en se faisant passer pour l'ambassadeur de Belgique.",fra,train
"The pair's mission was: ""to organize the world’s information and make it universally accessible and useful."" With a US$1-million loan from friends and family, the inaugural team eventually moved into a Mountain View office by the start of 2000. In 1999, Page experimented with smaller sized server units so that Google could fit more into each square meter of the third-party warehouses that the company rented to store their servers, which eventually led to a search engine that ran much faster than Google's competitors at the time.",eng,train
"449년 에페소스에서 앞과 같은 사안을 다룬 공회의가 알렉산드리아 대주교 디오스코루스(Dioscorus)를 의장(議長)으로 열렸다. 이 공의회에는 로마 교황의 특사가 출석했고 콘스탄티노폴리스 총대주교 플라비아누스는 로마 교황측으로 참석했지만, 공회의는 로마 교황 및 총대주교 플라비아누스 등의 퇴진을 결정하는 것으로 끝이 났다. 플라비아누스는 학대를 받아 사흘만에 죽고 교황의 특사였던 조제(助祭) 히라리아누스(Hilarianus)는 고난 끝에 도피에 성공, 이탈리아로 돌아왔다. 곧장 교황 레오 1세는 주교 회의를 소집하여 이 에페소스 공의회를 무효라 선언했고, 이 공의회는 「에페소 강도회의(Robber Council of Ephesus)」라 불리게 되었다. 훗날 동로마 황제 마르키아누스(Marcianus)에 의해 열린 칼케돈 공의회에서 유티케스의 생각은 공식적으로 이단으로 배척되게 된다.",kor,train
"Après son abitur Barbara Honigmann fit des études de théâtre à l’université Humbold, de 1967 en 1972. Au cours des années suivantes, elle travailla comme dramaturge et réalisatrice dans le Brandebourg et à la Volksbühne ainsi qu'au Deutsches Theater de Berlin-Est. Depuis 1975, elle travaille indépendamment comme écrivain.",fra,train
"Le rugby est en France le deuxième sport collectif le plus populaire, même si dans certaines régions il fait jeu égal avec le football. Les régions du sud-ouest sont celles où ce sport est le plus pratiqué et suivi, tandis qu'au nord de l'hexagone il est beaucoup moins populaire. Hormis en Île-de-France, il n'y a aucun club de la moitié nord de la France ayant un statut professionnel en 2011/2012. Depuis l'arrivée du professionnalisme dans le monde du rugby (1995-1996), la majorité des nations majeures dans ce sport ont choisi de regrouper les clubs en provinces franchisées. En France, les clubs sont très populaires et font partie du patrimoine culturel; la France est aujourd'hui la seule nation avec l'Angleterre à avoir gardé son système de promotion/relégation dans le championnat d'élite. Voici le palmarès du championnat de France, recensé par région :",fra,train
"Combining their ideas, the pair began utilizing Page's dormitory room as a machine laboratory, and extracted spare parts from inexpensive computers to create a device that they used to connect the nascent search engine with Stanford's broadband campus network. After filling Page's room with equipment, they then converted Brin's dorm room into an office and programming center, where they tested their new search engine designs on the Web. The rapid growth of their project caused Stanford's computing infrastructure to experience problems.",eng,train
"Morongo Valley es un lugar designado por el censo ubicado en el condado de San Bernardino en el estado estadounidense de California. En el año 2000 tenía una población de 1,929 habitantes y una densidad poblacional de 96.5 personas por km².",spa,train
『ネッズニュート』（原題：Ned's Newt）は、カナダとドイツの共同制作のテレビアニメ。カナダのネルバナとTMO Film GmbHにより3シーズン全39話が制作された。1993年から1996年までドイツで本放送され、カナダのテレトゥーンでは1997年から1998年まで放送された。 アメリカ合衆国での放送はフォックスキッズで1998年から1999年まで行われ、Fox Family Channelで再放送が行われた。 日本ではカートゥーンネットワークで放送された。,jpn,train
"포르투갈어는 다중심성 언어로 주로 브라질 포르투갈어와 유럽을 중심으로 하는 구대륙의 방언으로 구분지을 수 있다. 역사적인 이유로, 아프리카와 아시아 지역의 방언은 브라질의 방언보단 포르투갈의 방언을 더 닮아있다. 하지만 발음에 있어서, 특히 강세가 들어가지 않은 모음의 발음에서는 유럽식 포르투갈어보다는 브라질식 포르투갈어에 더 닮아있다. 하지만 이들 지역의 방언은 유럽식과 브라질식 포르투갈어에 비해서 넓게 배워지진 않았다.",kor,train
クシャーナ人の使用した言語は、中期イラン語で東イラン語に属すと考えられるバクトリア語である。アラム系文字で筆記される場合が多いイラン語としては唯一ギリシア文字系で筆記された。既存のギリシア文字24個に加え、アイスランド語の「Þ」に形状の似た[š]の音価を持つ文字を加えた25字が用いられた。現在残されている最古の資料はクジュラ・カドフィセスの子と目されるヴィマ・タクト王の銘になる碑文である。つい最近までバクトリア語の研究は貨幣研究と1957年にスルフ・コタルで出土したカニシカ王碑文など若干の碑文以外に資料が無く、ほとんど謎の言語であったが、近年アフガニスタンで碑刻資料と皮革書簡文書が大量に発見されたことによって飛躍的に解明が進んだ。,jpn,train
