text,language,split
For devotees of Lord Hanuman the days Tuesday and Saturday are held as being the most auspicious to give worship or make rituals in his name.,eng,train
"Le championnat 2010-2011 voit le Stade toulousain remporter un nouveau titre, en battant le club de Montpellier, surprise de la saison qui parvient pour la première fois de sa jeune histoire à se hisser en finale. Il récidive lors du championnat 2011-2012 en battant le RC Toulon, lors d'un remake de la finale du championnat 1988-1989 sur le même score (18-12). Il s'agit pour le Stade toulousain de son 19e titre.",fra,train
"Lorsque la variété est compacte, la topologie forte sur le groupe des difféomorphismes coïncide avec la faible. Lorsqu'elle ne l'est pas, la forte rend compte du comportement « à l'infini » des fonctions et n'est plus métrisable, mais elle est encore de Baire.",fra,test
"En el campo de la microscopía vegetal, despuntó por lo esmerado y exacto de sus ilustraciones, descubriendo estomas, capilares y flores. Están recopilados en su obra Anatomía Plantarum (1675-1679).",spa,train
"Ally es la hija adoptiva del duque Von Raymer, el malvado presidente de la Torre de Hierro, de la que Ally escapa, luego de saber que su padrastro, está ayudando a reconstruir al General y a su ejército para llevar a cabo sus planes maléficos. Es una niña con un talento único y especial para descifrar códigos informáticos de las bases de datos codificadas de los robots centenarios, habilidad de la cual su padre adoptivo se estaba aprovechando. Aunque siempre ha vivido encerrada en la Torre de Hierro, poco a poco se acostumbra a la vida en el mundo exterior, se convierte en la mejor amiga de Marty, e incluso, se convierte en la agente junior más prometedora del CDF(Cuerpo Central de Defensa del Gobierno Federal), responsable de detener al Gigantor. Durante varios momentos en la serie, la relación de Marty y Ally es de algo más que amistad.",spa,train
"Au second tour, les électeurs ont voté à 79,0 % pour Jacques Chirac contre 21,0 % pour Jean-Marie Le Pen avec un taux d’abstention de 19,1 %, résultat assez proche des tendances nationales (respectivement 82,21 % et 17,79 % ; abstention 20,29 %) avec cependant trois points supplémentaires pour Jean-Marie Le Pen.",fra,val
AIPAC被批评为完全赞成右翼的对以色列政策并且错误的代表了亲色列的美国犹太人的观点。其中最知名的批评AIPAC的作品是芝加哥大学米尔斯海默教授和哈佛大学肯尼迪学院政府学教授斯蒂芬沃尔特的合著的《以色列游说集团和美国的外交政策》。他们指责AIPAC是歪曲美国对外政策的一個亲以色列遊說運動中“最强大和最有名”的一分子。他們寫道：,zho,val
"«Ferdinand Jacob Lindheimer». Índice Internacional de Nombres de las Plantas (IPNI). Real Jardín Botánico de Kew, Herbario de la Universidad de Harvard y Herbario nacional Australiano (eds.).",spa,train
"Mais c'est bien entendu l'aéroport qui offre un nombre considérable d'emplois, environ 85 000 estimés début 2007. La plate-forme aéroportuaire possède pas moins de vingt hôtels de toutes catégories totalisant 4 200 chambres. Ces hôtels font tous partie de grandes chaînes hôtelières internationales. Une importante partie du parc d'activités Paris-Nord II se situe par ailleurs sur le territoire communal. Le parc comptait au total en 2003 : 500 entreprises totalisant 16 000 emplois, 135 commerces regroupés dans un centre commercial, et 10 hôtels totalisant 1 800 chambres, pour un chiffre d'affaires global de 4,5 milliards d'euros.",fra,train
"La municipalité d'alors tenta vainement de lutter contre la création de cet aéroport, qui apportait déjà dès le début des travaux son lot de nuisances, avec l'arrivée des engins de chantier et les importantes dégradations engendrées aux rues du village (camions, boue, canalisations détruites…). Les agriculteurs quant à eux protestèrent au début, mais comprenant rapidement que l'édification de l'aéroport était inéluctable, négocièrent les meilleurs dédommagements financiers possibles afin de se reconvertir sur place ou de racheter des terres agricoles ailleurs.",fra,val
"The glycerol-3-phosphate shuttle is a mechanism that regenerates NAD+ from NADH, a by-product of glycolysis. Its importance in transporting reducing equivalents is secondary to the malate-aspartate shuttle.",eng,train
"Toujours selon l'auteur antique, la même année, l'armée romaine marche contre les Gaulois qui sont vaincus lors d'une bataille rangée, qui se déroule probablement dans l'Ager gallicus sur la côte adriatique. Polybe ne précise pas le nom du général commandant l'armée romaine. Il peut s'agir de Dentatus mais c'est peu probable, ce dernier ayant été envoyé contenir les Lucaniens qui s'agitent dans le sud de l'Italie. Il pourrait plus probablement s'agir du consul Dolabella qui, à la nouvelle de la mort des legati, a suspendu ses opérations contre les Étrusques pour affronter les Sénons. Selon cette version, les Sénons sont refoulés d'Étrurie et même chassés de leurs terres qui passent sous le contrôle des Romains. Ces derniers fondent la colonie Sena Gallia à cette occasion ou peu après,, alors que selon la tradition livienne, cette première colonie en terres gauloises a déjà été fondée quelques années plus tôt. Dentatus aurait reçu l'honneur d'une ovatio à son retour à Rome pour ses victoires. Toutefois, il paraît étrange que le commandement militaire puisse échoir, même temporairement, à un autre qu'un des deux consuls en exercice l'année de la défaite de Metellus en 283 av. J.-C. L'intervention providentielle de Dentatus permettant aux Romains de se remettre aussi rapidement d'un désastre militaire ne serait qu'une invention d'annalistes romains repris par Polybe. En outre, il s'agirait du premier préteur autorisé à célébrer une ovatio alors que cet honneur est jusqu'alors réservé aux consuls. Il est généralement admis que les préteurs ne gagnent ce droit qu'à partir de la première guerre punique.",fra,train
"Depuis 2016, Stéphanie Thazar est remplacé Missty, Lionel Florence rejoint également le jurys toujours composé de Pascal Montrouge, Nicole Dambreville et Prof. Jah PinPin",fra,train
"The shootout was couched in the movie as a heavily armed firefight that took place at medium range. The historical event itself lasted only about 30 seconds, and was fought at close range with only a few firearms.",eng,train
"Coburn also appeared in dozens of television roles including, with Roberts, several episodes of NBC's Bonanza. Coburn appeared twice each on two other NBC westerns Tales of Wells Fargo with Dale Robertson, one episode in the role of Butch Cassidy, and The Restless Gun with John Payne in ""The Pawn"" and ""The Way Back"", the latter segment alongside Bonanza's Dan Blocker.",eng,val
"Quiet but deadly, Monica Caine literally has not uttered a single word since the spontaneous manifestation of her psionic abilities which she utilized to become indoctrinated in the Bloodpool.",eng,train
"In September 2004, as part of the Continuum 12 artists series, an exhibit of her work opened in New York City and the George Gustav Heye Center of the National Museum of the American Indian. The exhibit included Blanket Stories, a sculpture made of two towers of wool blankets, with each stack sewn together with a central thread. She collected the blankets over several years, including many Hudson's Bay point blankets that were given to Native Americans in trade by the Hudson's Bay Company during the 19th century.",eng,test
"El sargento de las tropas de tierra del CDF, a las órdenes de Magnum. Es un robot humanoide con una armadura marrón camuflaje y dos característicos trazos rojos en las mejillas, experto en armas de fuego. Se encarga de operaciones varias, como atrapar a Jack Acero, o dirigir a las tropas en campo abierto.",spa,train
"Entre 1892 et 1898, seuls quelques clubs parisiens s’affrontent entre eux. Mais l’ouverture du championnat aux clubs de province en 1899 nécessite la mise en place d’un mode de sélection pour les phases finales à peu près objectif. Jusqu’à la Première Guerre mondiale, les participants sont donc issus de championnats régionaux (entre trois et dix-sept suivant les années) et disputent des phases finales à élimination directe. Après 1919, le championnat devient réellement national, avec des poules géographiques, dont les vainqueurs disputaient une deuxième phase de poule, avant des phases finales. Le nombre de clubs varie alors en général entre 40 et 54.",fra,train
"plus largement, le recrutement interne permet, lorsqu'il est régulièrement pratiqué, de motiver les personnes travaillant pour l'entreprise du fait que ceux-ci peuvent envisager des promotions et mutations internes. (faire jouer l'ascenseur social)",fra,train
"On April 3, 1974, two months after she was abducted, Hearst announced on an audiotape that she had joined the SLA and assumed the name ""Tania"" (inspired by the nom de guerre of Haydée Tamara Bunke Bider, Che Guevara's comrade).",eng,val
"Mientras Gaff protege la entrada a la casa de Eon, aparecen varios secuaces del General. Marty está con el Maestro Yang, el cual le da su fuerza para poder luchar tras pasar la prueba que le impone. Mientras tanto, el Capitán Magnum, miembro de la CDF, organización contra la Torre de Hierro, es mandado para buscar el epicentro de una rara cantidad de energía que en realidad es Marty. Al llegar, ve al Elegido de Eon con todos los secuaces del General derrotados.",spa,train
"Une fois le poste libre identifié, La Direction des Ressources Humaines (DRH) doit fournir une description du poste ainsi que les critères de l'emploi à remplir pour l'obtention du poste en question. De cette façon, les candidats sont informés des tâches à accomplir en plus des compétences requises afin d'exécuter les tâches. On peut entre autres se référer aux demandes spécifiques des responsables opérationnels afin d'assurer une adéquation optimale.",fra,train
The sidebar lock operates using fins on a radial key that actuate sidebars that align with a cylindrical code bar within the lock. This is a new type of master key technology developed by the Australian Lock Company. The keys and the code bar are cut using a computer numerical control (CNC) machine.,eng,test
2009年全市地区生产总值实现790.1亿元，按可比价格计算，增长16%。三次产业比重调整到16.8：44.5：38.7。全社会固定资产投资完成350.1亿元，增长50.5%。地方财政一般预算收入完成48.0亿元，增长36.9%。实际利用外资36805万美元，增长18.4%。出口创汇完成80647万美元，增长8.9%。城镇居民人均可支配收入15386.1元，增长10.2%；农民人均纯收入6627元，增长8.8%。居民消费价格总水平增幅0.3%。城镇登记失业率控制在3.7%以内。,zho,test
"""Inclusive Democracy"" entry in Routledge Encyclopedia of International Political Economy, ed. by R.J. Barry Jones (Routledge, 2001), pp. 732–40. Retrieved 4 January 2014.",eng,test
"In September 2013, Page launched the independent Calico initiative, a R&D project in the field of biotechnology. Google announced that Calico seeks to innovate and make improvements in the field of human health, and appointed Art Levinson, chairman of Apple's board and former CEO of Genentech, to be the new division's CEO. Page's official statement read: ""Illness and aging affect all our families. With some longer term, moonshot thinking around healthcare and biotechnology, I believe we can improve millions of lives.""",eng,val
"En la medida en que el choque entre monárquicos y republicanos se agudizaba, optó por el parlamentarismo, transformándose en uno de sus mayores defensores. Poco tiempo antes de la proclamación de la república, fue consejero de estado y luego presidente de la provincia de Río Grande del Sur.",spa,train
"Desde 1997 vive en Alemania, en donde reside en la ciudad de Eisenach. Ha interpretado obras en su lengua materna zapoteco, así como en español, alemán e italiano.",spa,train
"El núcleo del Cabañal-Cañamelar fue declarado BIC (Bien de Interés Cultural) a iniciativa del grupo parlamentario de Esquerra Unida del País Valencià (EU-PV), por la Generalitat Valenciana en el año 1993, entonces gobernada por el Partido Socialista del País Valencià (PSOE-PSPV). En el decreto se incide en la peculiaridad de la trama urbana del barrio, en las que se desarrolla una arquitectura popular de clara raigambre eclecticista.[18]​",spa,test
"Edouard Heuer dépose le premier brevet pour un mécanisme de chronographe en 1882. En 1887, Heuer invente le pignon oscillant, qui est, aujourd'hui encore, la base de la majorité des chronographes vendus dans le monde et au cœur du Calibre 1887, développé et industrialisé par TAG Heuer, le chronographe mécanique intégré à roue à colonne présenté et fabriqué par la marque en 2010 à l’occasion de ses 150 ans. La maison reçoit une médaille d’argent lors de l'Exposition universelle de Paris de 1889 pour sa collection de chronographes de poche.",fra,train
"En un primer momento, Giovanni y Giorgio, hermanos del marqués, intentaron hacer de mediadores presentando un acuerdo por el que Federico era reconocido como heredero, mientras que a su hermanastro se le compensaba manteniendo muchas de las tierras que tenía asignadas y otros títulos nobiliarios. Pero ninguno de los pretendientes aceptó el trato. A continuación intervinieron también los Visconti de Milán y el problema sucesorio de Saluzzo se convirtió en una disculpa de todas las potencias de la región para enfrentar sus intereses.",spa,train
"Elle varie selon les époques, les pays et les types de postes. Le droit international interdit par exemple le travail des enfants. En France, certains principes généraux doivent être respectés au recrutement, dont la non-discrimination pour un certain nombre de critères (18 sont imposés par la loi, éventuellement enrichis par exemple par des chartes de développement durable ou la Charte de la diversité).",fra,train
由于缺少汽车停车位、交通阻塞以及道路条件总体不佳（特别是在雨季），大部分孟买居民上下班依靠公共交通。该市是2个铁路公司的总部–中央铁路公司，总部位于贾特拉帕蒂·希瓦吉终点站（前维多利亚终点站，印度最繁忙的火车站之一）；和西部铁路公司，总部靠近教堂门。该市交通的脊柱，孟买郊区铁路最初兴建于1853年3月，是英国人在印度兴建的第一条铁路，也是全亚洲最古老的一条铁路。这个铁路系统由3个南北向贯穿全市的单独的网络组成，按照人口的地理分布与商业区的位置修建，构成孟买大运量运输的主要模式。孟买郊区铁路以其利用程度与乘客密度特别之高而著称。西部铁路公司在城市西部运营，而中央铁路公司覆盖大都会区中部和东北部。线路都延伸到了远郊地区，总长度约为125公里。海港线是中央铁路公司的一条郊区线路，长达54公里，沿着该市的东南部，靠近船坞，并延伸到新孟买。孟买通过印度铁路与印度大部分地区有便捷的联系。而孟買地鐵計畫中，17.5公里20站。,zho,train
"Miñano y Bedoya, Sebastián de (1826–1829). Diccionario geográfico-estadístico de España y Portugal. 11 vols. Madrid: Imprenta de Pierart-Peralta. .",spa,test
"Il reprend du service le 3 août 1792, en tant que capitaine au 7e bataillon de volontaires de l’Ain, et il passe le 21 septembre suivant lieutenant-colonel commandant le 21e bataillon de réserve, qui deviendra le 16e régiment d’infanterie de ligne en 1803.",fra,train
"Anna es una chica que se mudo de Europa (probablemente Inglaterra, ya que su lengua nativa es el inglés) a Japón y tiene problemas con el idioma. Miyokata Nonako se viste como una Miko y constantemente discute con Rionetta, la cual no puede aguantar su voz fuerte y mal japonés. Ella es miembro del Equipo Clantail y su habilidad le permite hacerse amiga y domar a cualquier animal, aunque solo puede hacerlo con uno a la vez. Cuando su discusión con Rionetta llegó a su punto álgido, causo una batalla en la cual ella terminó en ella siendo asesinada por un Demonio del Mundo Cibernético, convirtiéndose en la séptima Chica Mágica en morir.",spa,train
"La historia se centra en Marty, un niño que excava piezas antiguasde robot para luego venderlas. Un día, el descubrió el Puño de Eon, que luego de cobrar vida, se inserta en el brazo de Marty, dándole al mismo tiempo, asombrosas habilidades de lucha, que le harían saber, que él, es el último superviviente y heredero de la familia Eon.",spa,train
天全县在中国四川省中部偏西，是雅安市所辖的一个县。天全县地处四川盆地西部边缘，二郎山东麓，青衣江上游，川藏公路（国道318线）横贯全境。县辖15个乡（镇），总面积2400平方公里，2010年第六次全国人口普查显示全县常住人口为134156。 县城城厢镇距成都市180公里，距雅安市38公里，,zho,val
"Caldas posee, en proporción a su territorio, el relieve más montañoso del país. Indudablemente marcado por una de las mayores alturas de Colombia, el Nevado del Ruiz, con una altura de 5.400 metros sobre el nivel del mar y que posee el Volcán Arenas y el Nevado el Cisne con una altura de 5.200 metros sobre el nivel del mar. Ambos conforman además el Parque nacional natural Los Nevados, compartido con los departamentos de Risaralda, Quindio y Tolima. El Nevado del Ruiz, el rey de Colombia (5400 metros sobre el nivel del mar), descansa imponente y a veces temible, en el territorio cafetero del Departamento de Caldas.",spa,test
"Popularmente, en la comarca y alrededores se simplifica aún más esta denominación para referirse a San Fernando como La Isla, siendo su gentilicio oficial el de isleño, aunque es más habitual el apelativo cañaílla. La cañaílla es un molusco muy característico de los caños y marismas, de gran popularidad gastronómica en la zona.",spa,train
"Fotopoulos describes Inclusive Democracy as ""a new conception of democracy, which, using as a starting point the classical definition of it, expresses democracy in terms of direct political democracy, economic democracy (beyond the confines of the market economy and state planning), as well as democracy in the social realm and ecological democracy. In short, inclusive democracy is a form of social organisation which re-integrates society with economy, polity and nature. The concept of inclusive democracy is derived from a synthesis of two major historical traditions, the classical democratic and the socialist, although it also encompasses radical green, feminist, and liberation movements in the South"".",eng,test
"In 2014, it sponsored The Harvard Project for Asian and International Relations (HPAIR) conference in Keio University, Tokyo, Japan. One of the Asia’s largest business and youth leadership gathering organized by students, the conference has featured speakers such as UN Secretary General Ban Ki-Moon, former Australian Prime Minister Kevin Rudd, director of the Earth Institute Professor Jeffrey Sachs, former President of the Republic of South Korea and 2000 Nobel Peace Prize Laureate Kim Dae Jung, and the Asia director of the World Economic Forum Frank Jurgen Richter. In 2016, it sponsored the HPAIR conference that was held at the Chinese University of Hong Kong.",eng,val
"Louis Jolyon West was appointed by the court in his capacity as a brainwashing expert and worked without fee. After the trial, he wrote a newspaper article asking President Carter to release her from prison.",eng,train
"Au XXe siècle, lorsque Dario Fo rencontra Franca Rame, fille d’une famille de comédiens itinérants qui possédaient encore les canevas ancestraux, il adapta au monde moderne ces témoignages d’une ancienne culture maintenant éteinte, notamment avec la pièce Mystère bouffe (1969).",fra,train
Il se situe à environ 9 kilomètres au sud-est de Wołomin (siège de la powiat) et à 25 kilomètres à l'est de Varsovie (capitale de la Pologne).,fra,train
"Page is an investor in Tesla Motors. He has invested in renewable energy technology, and with the help of Google.org, Google's philanthropic arm, promotes the adoption of plug-in hybrid electric cars and other alternative energy investments.",eng,train
Giorgos Katsikas (Greek: Γιώργος Κατσικάς; born 14 June 1990) is a Greek professional footballer who plays as a central defender for Romanian club Dinamo București.,eng,train
至1867年明治天皇登基後，江戶幕府迫於時局下將政權交還朝廷，日本的武家統治時代結束，天皇重新掌握政治权力。在明治天皇與伊藤博文等元老的主導下，日本引進歐陸國家的二元制君主立憲制、並在1890年施行《大日本帝國憲法》，天皇成為「神聖不可侵犯」的統治者，擁有絕對的政治權力。另一方面，當時的日本政府將神道信仰發展成近乎國教地位的「國家神道」，由於天皇在傳統上被認為是天照大神後裔，因此天皇被神格化尊為「現人神」，意為以人的型態存在於現世的神。,zho,val
"En 1991, la marque ajoute le circuit automobile d’Indianapolis à son palmarès et, en 1992, le championnat du monde, de Formule 1. Le chronométrage des courses de Formule 1 est contrôlé par un système de détection par satellite GPS assurant une précision au millionième de seconde[réf. nécessaire]. En 1995, TAG Heuer s’associe au skipper Chris Dickson pour participer à la coupe Louis Vuitton et atteindre les demi-finales.",fra,train
学期开始后，在基督学院已没有住处，他只好寄宿在悉尼街一个烟草商的家中。他与一些刻苦攻读的人为伍，一开始便以立下了誓言：“遵守所有的法令习俗，坚定地热爱这所大学，在任何条件下都要保卫它”。那里的高级学监亚当·赛奇威克是伦敦地质学学会副会长，从事沉积岩的研究。这个学期中，查尔斯和范妮仍时有书信往来，然而剑桥大学的社交活动十分频繁，到了复活节，范妮在他心中的地位已没那么高了。他培养了听音乐、逛博物馆等业余爱好，还参加了一个叫“贪吃者俱乐部”的团体。这个团体热衷于将老鹰、鹭鸶、猫头鹰等列入菜谱，还有大量游乐活动，让达尔文虚掷了不少光阴。搜寻甲虫的浪潮席卷了全国，查尔斯与姑表兄威廉·达尔文·福克斯也加入其中。他每年都去伍德豪斯和梅尔猎捕小动物，并依据拉马克和乔治·萨姆耶尔的著作鉴别了一些珍稀昆虫。另外，他还能向一些知名的博物学家请教，比如約翰·史蒂文斯·亨斯洛和威廉·休厄尔。,zho,train
"""Every scholar that spells a word wrong or omits a silent letter or figure shall step in the rear of the class and there stand until the class shall have spelled through, then those that have spelled right are to move up in a solid body and those who are in the rear to move down and take their places at the foot.""",eng,train
哈桑（Hassan），阿米尔童年时期最忠诚亲密的朋友。小说中描述他的脸很像陶瓷娃娃，而且有兔唇。胡赛尼认为这个角色在故事发展中是一个“平面人物”，性格简单缺少变化，是一个“可爱的孩子，读者会支持他、爱上他，而他也并不复杂”。哈桑一直忠诚于阿米尔，最终也为了保护阿米尔的房子而被塔利班杀害。随着情节进展，读者最后会发现哈桑事实上是阿米尔的爸爸和阿里的妻子莎娜芭（Sanaubar）生下的私生子，而哈桑一生都不知道这个秘密。而根据当地的部落法，这意味着哈桑实际上是普什图人的孩子。,zho,test
"James Sargent described the first successful key-changeable combination lock in 1857. His lock became popular with safe manufacturers and the United States Treasury Department. In 1873, he patented a time lock mechanism, the prototype for those used in contemporary bank vaults.",eng,train
"1828 : le domaine entre dans la famille Parseval, à la suite du mariage entre Félicité-Berthille Benon de Vosgines (1802 - 1853) et Jules-Alexandre de Parseval-Grandmaison (1795 - 1876), fils du poète François-Auguste de Parseval-Grandmaison et neveu du mathématicien Marc-Antoine Parseval",fra,val
"In 2007, Shealy represented SC Rep. Henry Brown, Jr. in his 1st District Race and SC State Senator Dick Elliot in his Senate Campaign for the 2008 elections.",eng,train
"la ville d'Angers a proposé à ses habitants de contribuer, en tricotant, à une action de yarn bombing dans la ville dans le cadre du festival d'art urbain Artaq en mai 2012. À cette occasion, Magda Sayeg a recouvert de tricot le pont Confluences.",fra,train
"Estableció las bases de la historia moderna de la cultura portuguesa, que alcanzó gran proyección nacional, especialmente a través de los textos dedicados a Platón, Hegel, Husserl y especialmente, Baruch Spinoza, de quien se convirtió en un experto de renombre internacional.",spa,train
Le SBS fera venir une chaleur épouvantable qui provoquera des maladies mortelles parmi les nations du monde (mais sera pour les justes une source de guérison).,fra,train
"Roissy connaît une forte hausse de sa population qui peut s'expliquer par son dynamisme économique : par rapport au précédent recensement de 1990, la commune avait gagné 313 habitants en neuf ans. En vingt-quatre ans, depuis 1975, la commune avait gagné 1 005 habitants. Cette hausse semble se confirmer au vu des résultats provisoires de 2006 : la commune aurait encore gagné 197 habitants en sept ans.",fra,train
"Al terminar el asedio, en los días previos a su traslado a Madrid, las Cortes se reunieron por última vez en la iglesia conventual de El Carmen de la Isla de León y acordaron conceder el título de ciudad y el nombre de San Fernando, en recuerdo del rey Fernando VII, a la entonces Villa de la Real Isla de León, en atención a sus actos de valor y lealtad durante el sitio del mariscal Víctor al frente del ejército francés.[3]​",spa,train
"2015 fue el año de la recuperación del joven ciclista francés. Corrió su primer Giro de Italia como jefe de filas junto con su compatriota Alexandre Geniez. Hizo destacadas etapas en la alta montaña, como un 8.º puesto en la novena etapa acabada en San Giorgio del Sannio y un 23.º en la etapa reina con final en Breuil-Cervinia. Sin embargo una mala contrarreloj le privó de estar más adelante en la general, en la que finalmente fue 46.º.",spa,test
2010年11月1日，时任俄罗斯总统梅德韦杰夫於当天上午登上南千岛群岛的國後島。这是自21世紀以来，俄罗斯国家元首首次视察南千岛群岛。日本首相菅直人表示遺憾，外務大臣前原誠司召見俄羅斯駐日大使別雷表示抗議。11月2日，俄羅斯外交部長謝爾蓋‧拉夫羅夫於奧斯陸記者會上表示，梅德韋傑夫還打算前往千島群島的其它島嶼。,zho,train
Kennedy is a 1986 graduate of Southeastern Louisiana and 1984 graduate of Delgado Community College in New Orleans. He played basketball and attended Holy Cross High School in New Orleans.,eng,train
肯尼迪把美军在越南的数量从800人增加至16300人。很多历史学家在此处有一个争论点，那就是肯尼迪是否想通过这次在越南的军事行动来谋求在1964年选举中的连任。肯尼迪的以及后来林登·约翰逊总统的国防部长罗伯特·麦克纳马拉陈述过，肯尼迪曾经非常想在1964年的选举后从越南抽身出来。在电影《战争迷雾》中，不仅是罗伯特·麦克纳马拉提到过这个，一盘由林登·约翰逊录制的磁带也证实了肯尼迪确实计划过从越南撤军——一个约翰逊并不赞成的计划。还有另一个证据就是在肯尼迪的国家安全措施备忘录（Kennedy's National Security Action Memorandum，NSAM）第263号文件（1963年10月11日）中下达了在1963年年底前撤军1000人的命令。不过，由於需要推翻吴廷琰的政权，可能实际发生的事情正好相反，但是，自从肯尼迪在美国大学做了关於世界和平的演说后（1963年6月10日），他在冷战中总体上确实走了弱鹰派的路线。,zho,train
"出版物：“Central European”, ”Ukrainian Business Review” (Great Britain), “Free Though (Australia), “La Parole Ukrainienne” (France); «Music» (1983); «Vsesvit», «Ranok», “Halas” Magazines, «Molod Ukrainy», «KZ» newspapers (former USSR & Ukraine); ""Rakursy"" (1988), “Music Club” (1985, 1986).",zho,train
"Muñoz Rodríguez ha sido un editor con varias publicaciones académicas y ha servido como juez para el Premio Nacional de las Ciencias y Artes.[3]​ Él dice ""La comunicación es la esencia del ser humano. Si no nos comunicamos, nos deshumanizamos; por lo tanto es algo inherente a nosotros mismos. Por esta razón lo considero importante.""[4]​",spa,val
"Bajo la advocación de Santa Bárbara, se constituyó en el año 1932 en el Círculo Jaimista de Mañeru (Navarra) la ""Asociación de Margaritas de Mañeru"", para socorrer a las familias tradicionalistas necesitadas, y para proveer instrucción religiosa a los niños cuando las autoridades de la II República la eliminaron de la escuela. A partir de 1936 esta asociación femenina se dedicó a la asistencia de los requetés, muy especialmente a la confección de prendas de abrigo y uniformes para enviar al frente de batalla, del bando sublevado.",spa,train
"Dispensations or graces are not granted unless there be some motive for requesting them, and the law of the Church requires that the true and just causes that lie behind the motive be stated in every prayer for such dispensation or grace.",eng,train
"Since 1985, Bussy-Saint-Georges has been integrated in the perimeter of the new town plan of Marne-la-Vallée and received a total of 180.50 hectares as additional territories coming from the nearest towns (Bussy-Saint-Martin, Collégien, Ferrières).",eng,val
"Hearst and her dogs have participated in dog shows, and on February 16, 2015, her Shih Tzu, Rocket, won the ""Toy"" category at the Westminster Kennel Club Dog Show at Madison Square Garden. At the 2017 show, Hearst's French bulldog, Tuggy, won best of breed, and Rubi won best of opposite sex.",eng,test
"Based on the 2000 K-141 Kursk submarine disaster, in which 118 Russian sailors died. Kursk sank during a Russian naval exercise in the Barents Sea after explosions within the submarine. Twenty-three sailors survived the crash and desperately waited for help to arrive while their oxygen ran out minute-by-minute. The Russian government refused help from foreign governments for five days before agreeing to aid from the British and Norwegian governments.",eng,train
"Los matrimonios consanguíneos están prohibidos por la ley en muchas partes de Estados Unidos y Europa.[37]​ Mientras que los matrimonios consanguíneos son comunes y culturalmente preferidos en países islámicos y por inmigrantes de países musulmanes en otras partes del mundo, están culturalmente prohibidos o considerados indeseables en la mayoría de las sociedades cristianas, hindúes y budistas.[38]​ Los matrimonios arreglados consanguíneos eran comunes en las comunidades judías hasta el siglo XX, pero se han reducido a menos del 10% en los tiempos modernos.[39]​[40]​",spa,val
"Affluent Romans often kept their valuables in secure locked boxes within their households, and wore the keys as rings on their fingers. The practice had two benefits: It kept the key handy at all times, while signaling that the wearer was wealthy and important enough to have money and jewelry worth securing.",eng,train
"A su vez, contra la sentencia del TSJ de Madrid de 2004, el Ministerio de Cultura y la Generalitat Valenciana interpusieron recurso ante el Tribunal Supremo. Y éste tuvo que resolver el procedimiento cuya existencia había obviado el año anterior. La propia sentencia reconoce el error en su redacción:",spa,train
"""To publish great newspapers that are successful and enduring. To create a quality work environment that encourages employees to grow professionally while respecting personal welfare. To have a positive impact on our communities and make them better places to live.""",eng,train
国台办2011年9月14日例行发布会，发言人范丽青表示：「臺湾电影《赛德克·巴莱》反映的是历史上的雾社事件，描写了臺灣原住民同胞反抗日本殖民统治的可歌可泣的悲壮历史」。她進一步表示：「这部片子在臺湾上映，观众反应热烈。有朋友告诉我说，场面很恢弘，很震撼。我们乐见该片在大陆上映。根据我们的了解，目前有关部门尚未接到引进这部片子的正式申请，如果臺湾的制片方提出该片在大陆商业发行的要求，我们愿意积极促成。谢谢」。,zho,train
"The Columbia High School Student Council was named an ""NJASC Honor School"" for the 3rd consecutive year in January 2008. It also won a ""Top 10 Projects"" award for their event, 'School in Action Night'. They won the same honor the year before for their 'How to Start a Gay-Straight Alliance' presentation.",eng,val
"The Russon mill, a water mill is located in the street of de la Brosse. The former owner has restored it. The mill was a component of the outbuildings of the Farm of Roquemont. It was used as a mill only for a few months and was otherwise used as accommodation for the farm hands.",eng,train
"Bernard Debré, né en 1944, médecin agrégé des hôpitaux urologue et homme politique, député de Paris depuis 2004, ancien ministre de la Coopération ;",fra,train
"Le concept est toujours le même, sauf que chaque prime possède un thème, l'after après l'émission est de nouveau diffusé mais sur le compte Facebook et le site internet de l'émission.",fra,train
"Henri Houmaire (dir.), Heinz M. Gloor, Edmond Bernard et Association de recherche et de sauvegarde de l'histoire de Roissy-en-France (A.R.S.H.R.F.), Roissy-en-France 1900 / 2000, Mémoire d'un siècle, Roissy-en-France, Mairie de Roissy-en-France / Heinz M. Gloor, 2003, 318 p.",fra,val
"David Kent (born 1941) is an Australian music historian and pop culture writer. Kent produced the Kent Music Report, compiling the national music chart from May 1974 to 1996; it was known as the Australian Music Report from 1987. The music reports were a weekly listing of the National Top 100 chart positions of singles and albums. Kent's music reports were used by Australian Recording Industry Association (ARIA) as its 'official' ARIA Charts from mid-1983 until July 1988 when ARIA developed an in-house chart.",eng,val
"Este término fue introducido por W. B. Cannon en 1932, y designa la tendencia general de todo organismo al restablecimiento del equilibrio interno cada vez que éste es alterado. Estos desequilibrios internos, que pueden darse tanto en el plano fisiológico como en el psicológico, reciben el nombre genérico de necesidades.",spa,train
"Publicado por primera vez en 2003, en 2010 salió una segunda versión mejorada. Ha sido traducido a diversos idiomas y está respaldado por varias organizaciones para el cuidado de la salud.[1]​",spa,val
